name,fhispanic,fwhite,fblack,fapi,faian,mhispanic,mwhite,mblack,mapi,maian
Imad,0,0,0,0,0,0,119,0,66,0
Imelda,439,249,93,350,46,0,0,0,0,0
Imogene,39,145,79,28,0,0,0,0,0,0
Imran,0,0,0,0,0,0,277,87,350,0
In,0,0,0,0,0,0,3,0,18,0
Ina,56,365,149,89,0,3,20,8,5,0
Inderjit,0,0,0,0,0,0,13,0,27,7
India,196,555,480,0,0,7,21,18,0,0
Indira,98,165,62,237,76,0,0,0,0,0
Ines,374,286,94,108,0,71,54,18,20,0
Inez,232,362,292,107,0,44,68,55,20,0
Inga,0,177,39,27,27,0,0,0,0,0
Inge,0,49,7,10,0,0,0,0,0,0
Ingrid,780,1854,646,409,0,25,59,20,13,0
Inna,0,230,0,23,0,0,0,0,0,0
Ioan,0,0,0,0,0,0,84,0,0,0
Ioana,0,44,0,0,0,0,0,0,0,0
Ioannis,0,0,0,0,0,32,181,0,0,0
Iqbal,0,0,0,0,0,0,19,0,29,6
Ira,77,768,254,77,44,137,1372,454,137,79
Irena,30,249,0,30,0,0,0,0,0,0
Irene,2213,4548,1052,1524,146,95,195,45,65,6
Irina,117,764,0,108,0,0,0,0,0,0
Iris,2084,2911,1295,1097,293,144,200,89,76,20
Irma,1618,849,369,277,0,73,38,17,12,0
Irvin,5,22,12,3,0,212,841,473,134,0
Irving,0,0,0,0,0,343,677,294,136,111
Irwin,0,0,0,0,0,0,327,70,121,0
Iryna,0,30,0,0,0,0,0,0,0,0
Isaac,231,334,186,110,31,5389,7776,4330,2569,727
Isabel,4712,3525,505,1304,292,302,226,32,84,19
Isabella,1642,4345,878,1642,621,56,148,30,56,21
Isabelle,483,2493,557,557,0,8,40,9,9,0
Isaiah,57,119,132,25,0,1079,2263,2507,482,0
Isaias,0,0,0,0,0,979,215,124,124,0
Isela,369,90,0,63,0,0,0,0,0,0
Isidro,0,0,0,0,0,796,202,0,178,0
Ismael,114,34,0,23,0,2846,858,0,581,0
Ismail,0,0,0,0,0,0,280,154,175,0
Israel,543,306,107,76,38,3266,1839,645,456,228
Issa,0,138,0,55,28,0,217,0,87,43
Issac,0,0,0,0,0,447,467,357,0,135
Iva,48,340,68,0,0,2,16,3,0,0
Ivan,267,392,112,129,0,4435,6494,1851,2145,0
Ivana,84,436,119,168,0,0,0,0,0,0
Ivette,483,392,111,78,0,19,16,4,3,0
Ivonne,356,304,62,62,0,21,18,4,4,0
Ivory,0,189,472,94,0,0,81,202,40,0
Ivy,761,2125,1154,1541,0,71,198,107,143,0
Iwona,5,30,0,0,0,0,0,0,0,0
Jacalyn,0,257,69,0,0,0,0,0,0,0
Jace,0,169,0,29,0,0,1687,0,289,0
Jacek,0,0,0,0,0,22,184,0,0,22
Jacinta,126,98,132,89,0,0,0,0,0,0
Jacinto,0,0,0,0,0,170,85,0,98,0
Jack,118,1111,114,236,53,2998,28323,2908,6018,1360
Jacki,21,136,0,0,0,2,15,0,0,0
Jackie,374,2526,592,577,187,312,2105,493,481,156
Jacklyn,173,901,200,200,0,4,20,4,4,0
Jackson,60,272,114,147,0,1162,5275,2205,2847,0
Jacky,0,95,21,87,0,0,208,46,192,0
Jaclyn,360,3303,312,441,254,15,139,13,18,11
Jacob,324,1791,239,335,73,7096,39214,5226,7332,1600
Jacque,27,139,33,0,0,40,208,49,0,0
Jacquelin,126,372,126,0,63,0,0,0,0,0
Jacqueline,5120,19331,7429,2921,792,300,1133,435,171,46
Jacquelyn,603,3947,1396,360,161,17,110,39,10,4
Jacquelynn,49,292,0,49,0,0,0,0,0,0
Jacques,30,128,70,21,0,162,687,374,114,0
Jacy,0,204,0,0,0,0,92,0,0,0
Jada,0,1208,667,0,0,0,74,41,0,0
Jade,433,2616,612,1146,0,89,539,126,236,0
Jae,0,127,29,351,0,0,146,34,405,0
Jai,0,134,35,183,0,0,252,65,344,0
Jaime,3539,3379,337,1119,180,5653,5398,539,1788,288
Jaimee,55,284,55,95,0,6,32,6,11,0
Jaimie,138,668,138,80,0,30,147,30,18,0
Jairo,0,0,0,0,0,807,145,0,0,0
Jake,32,181,32,45,0,730,4117,730,1033,0
Jamal,18,71,53,44,0,276,1104,828,676,0
Jamee,0,201,0,0,0,0,56,0,0,0
James,1231,11935,2229,1493,419,19121,185441,34629,23203,6511
Jamey,35,306,0,35,0,39,347,0,39,0
Jami,84,1226,146,84,0,18,259,31,18,0
Jamie,2659,18216,2353,2402,767,1279,8766,1132,1156,369
Jamil,12,52,31,33,0,75,335,198,212,0
Jamila,0,285,345,164,0,0,0,0,0,0
Jamison,41,316,0,41,0,128,995,0,128,0
Jan,65,1046,82,142,29,157,2534,199,345,70
Jana,370,2823,335,112,223,12,95,11,4,7
Janae,124,810,124,124,0,2,16,2,2,0
Jane,1058,10928,1118,2192,480,50,515,53,103,23
Janeen,43,273,80,30,0,0,0,0,0,0
Janel,113,741,173,93,0,4,28,6,3,0
Janell,123,824,235,71,0,7,49,14,4,0
Janelle,587,3645,730,501,177,22,138,28,19,7
Janene,0,121,16,16,16,0,0,0,0,0
Janet,1799,12152,2021,1764,446,137,927,154,135,34
Janette,458,1348,260,296,0,30,90,17,20,0
Janey,0,218,40,40,0,0,0,0,0,0
Jani,0,101,0,0,0,0,37,0,0,0
Janice,753,6911,1779,949,300,35,322,83,44,14
Janie,470,1352,513,345,160,18,51,19,13,6
Janina,69,264,0,60,0,0,0,0,0,0
Janine,170,1726,322,201,0,0,0,0,0,0
Janis,77,939,164,159,0,8,97,17,16,0
Jann,0,34,8,8,0,0,54,12,12,0
Janna,78,1066,110,110,78,0,0,0,0,0
Jannette,109,162,60,35,0,0,0,0,0,0
Janusz,0,0,0,0,0,0,16,0,0,0
Jaqueline,399,661,199,115,0,17,28,8,5,0
Jared,83,751,80,62,38,1464,13301,1411,1107,678
Jarett,0,0,0,0,0,0,211,0,0,0
Jarod,0,0,0,0,0,0,670,0,0,0
Jarred,0,19,5,0,0,0,699,178,0,0
Jarrett,11,69,26,0,0,185,1191,453,0,0
Jarrod,7,70,10,9,5,162,1559,230,199,115
Jarvis,0,33,34,7,0,0,458,481,103,0
Jasen,0,0,0,0,0,47,269,0,47,0
Jasmin,677,1275,408,817,0,72,135,43,86,0
Jasmine,1980,4021,2843,2800,0,132,268,189,187,0
Jason,506,3792,492,663,157,8516,63786,8275,11155,2645
Jasper,33,210,120,67,0,196,1239,706,392,0
Jaswinder,0,0,0,0,0,0,6,2,15,4
Jatinder,0,0,0,0,0,0,18,0,28,5
Javier,532,121,0,39,17,8636,1966,0,628,281
Jay,122,985,94,235,53,1201,9704,926,2312,523
Jayant,0,0,0,0,0,0,34,0,51,11
Jaye,0,146,34,24,0,0,126,30,21,0
Jayesh,0,0,0,0,0,0,16,0,48,11
Jayme,152,976,124,0,0,77,493,63,0,0
Jayne,133,1192,84,178,0,11,96,7,14,0
Jayson,7,39,5,13,3,359,1980,278,662,161
Jean,580,4442,1307,854,192,724,5544,1632,1066,239
Jeana,70,377,0,70,0,0,0,0,0,0
Jeanette,1016,3818,1232,537,213,69,261,84,37,15
Jeanie,68,449,55,88,0,0,0,0,0,0
Jeanine,52,976,234,74,0,0,0,0,0,0
Jeanmarie,0,142,26,19,0,0,0,0,0,0
Jeanna,75,486,75,53,0,0,0,0,0,0
Jeanne,203,2644,267,372,106,0,0,0,0,0
Jeannette,434,1300,299,194,69,0,0,0,0,0
Jeannie,249,1058,131,384,0,0,0,0,0,0
Jeannine,0,613,88,51,0,0,0,0,0,0
Jeb,0,0,0,0,0,0,181,0,0,0
Jed,0,0,0,0,0,0,646,0,0,0
Jedidiah,0,36,6,6,0,0,493,87,87,0
Jee,0,0,0,19,0,0,0,0,9,0
Jeff,17,176,14,32,7,329,3411,264,612,138
Jefferey,0,0,0,0,0,0,185,45,45,0
Jefferson,0,0,0,0,0,188,1261,326,434,0
Jeffery,42,522,102,59,24,708,8836,1722,1001,409
Jeffrey,301,3563,366,415,119,4902,58041,5965,6767,1945
Jeffry,0,0,0,0,0,72,768,0,125,88
Jelena,0,197,0,0,0,0,0,0,0,0
Jena,95,789,190,165,0,3,22,5,5,0
Jenell,30,146,81,0,0,0,0,0,0,0
Jenelle,110,421,142,0,0,0,0,0,0,0
Jenifer,167,1570,193,0,96,7,67,8,0,4
Jenine,0,142,23,0,0,0,0,0,0,0
Jenna,981,6890,643,829,0,41,290,27,35,0
Jenni,96,308,0,68,0,0,0,0,0,0
Jennie,487,1681,300,593,128,24,83,15,29,6
Jennifer,12911,90022,10142,13791,2491,776,5408,609,828,150
Jennine,0,61,0,0,0,0,0,0,0,0
Jenny,1498,4627,461,2641,0,88,271,27,155,0
Jens,0,0,0,0,0,0,250,0,0,0
Jeong,0,0,0,0,0,0,0,0,16,0
Jerad,0,0,0,0,0,0,257,47,0,0
Jerald,3,37,6,2,0,80,940,160,57,0
Jere,0,77,0,10,0,0,124,0,16,0
Jeremiah,62,444,93,55,0,1261,8995,1880,1112,0
Jeremy,218,1778,191,145,52,3447,28122,3023,2292,828
Jeri,117,833,107,107,48,8,55,7,7,3
Jerilyn,0,235,0,0,0,0,0,0,0,0
Jermaine,26,31,119,15,0,254,294,1147,147,0
Jerod,0,0,0,0,0,79,359,0,0,0
Jerold,0,0,0,0,0,24,222,0,24,0
Jerome,38,274,107,55,9,646,4697,1833,937,148
Jeromy,0,0,0,0,0,0,221,0,0,0
Jerre,0,0,0,0,0,0,9,0,0,0
Jerri,38,417,119,65,0,9,102,29,16,0
Jerrie,14,76,0,14,0,2,12,0,2,0
Jerrod,0,17,4,0,0,0,546,145,0,0
Jerrold,0,0,0,0,0,0,262,25,25,0
Jerry,207,1255,282,242,54,2243,13581,3048,2621,582
Jerzy,0,103,0,0,0,0,109,0,0,0
Jess,74,213,17,45,0,270,778,62,164,0
Jesse,1370,3488,975,585,153,6921,17619,4924,2957,772
Jessica,16977,58942,7430,8799,2074,966,3354,423,501,118
Jessie,1111,2809,1477,1186,169,1036,2621,1378,1106,158
Jessy,95,148,0,196,0,132,204,0,270,0
Jesus,1415,290,0,244,59,17206,3522,0,2973,714
Jewel,102,838,532,177,102,22,183,116,39,22
Jewell,0,327,161,0,0,0,134,66,0,0
Ji,0,19,0,112,0,0,15,0,91,0
Jia,0,60,0,367,0,0,20,0,126,0
Jian,0,6,0,96,0,0,24,0,387,0
Jie,0,8,0,52,0,0,19,0,114,0
Jill,603,8282,617,643,257,23,322,24,25,10
Jillian,523,4604,585,585,0,25,218,28,28,0
Jim,13,58,9,22,3,387,1745,261,654,95
Jimmie,57,341,161,43,0,242,1440,678,180,0
Jimmy,146,418,134,209,37,2166,6210,1983,3098,544
Jin,24,57,0,278,0,49,116,0,566,0
Jing,16,27,0,154,0,6,10,0,55,0
Jo,120,969,164,120,64,46,372,63,46,25
Joan,472,4869,897,556,157,423,4368,805,499,141
Joani,0,49,0,0,0,0,0,0,0,0
Joanie,0,255,0,49,0,0,0,0,0,0
Joann,585,3249,743,484,159,69,385,88,57,19
Joanna,1777,7123,1035,1826,244,106,426,62,109,15
Joanne,701,4870,675,922,0,42,294,41,56,0
Joao,0,0,0,0,0,199,369,117,59,0
Joaquim,0,0,0,0,0,44,135,0,25,0
Joaquin,78,26,6,17,8,2231,732,164,491,231
Jocelyn,1071,4573,1905,2729,0,59,252,105,151,0
Jodee,0,152,0,28,0,0,26,0,5,0
Jodell,0,10,0,0,0,0,0,0,0,0
Jodi,326,3680,206,461,146,53,597,33,75,24
Jodie,72,1345,125,191,0,22,401,37,57,0
Jody,194,2070,171,171,112,205,2189,181,181,118
Joe,267,515,163,141,29,3423,6600,2083,1804,374
Joel,481,1307,198,201,45,6518,17715,2681,2727,615
Joelle,147,1090,294,0,0,32,235,63,0,0
Joellen,0,254,24,0,0,0,0,0,0,0
Joetta,26,75,21,15,0,0,0,0,0,0
Joette,0,34,0,0,0,0,0,0,0,0
Joey,302,932,163,364,0,670,2071,362,810,0
Johan,13,43,0,12,0,254,818,0,227,0
Johann,11,39,11,13,0,108,373,108,124,0
Johanna,910,2767,475,614,158,52,157,27,35,9
Johannes,0,0,0,0,0,40,365,0,105,0
John,1388,10252,1388,1467,371,25357,187331,25357,26805,6785
Johna,0,117,0,0,0,0,10,0,0,0
Johnathan,36,178,60,46,0,687,3423,1156,887,0
Johnathon,6,41,0,11,0,146,944,0,252,0
Johnie,0,48,30,13,0,0,134,83,37,0
Johnna,0,514,107,0,0,0,0,0,0,0
Johnnie,121,514,402,38,54,267,1132,885,84,119
Johnny,245,528,251,237,50,2931,6306,2993,2837,603
Johnpaul,0,0,0,0,0,0,265,0,0,0
Johnson,3,12,10,23,0,56,217,177,404,0
Joi,60,286,168,0,0,0,0,0,0,0
Jolanta,0,23,0,3,0,0,0,0,0,0
Joleen,0,318,43,0,0,0,0,0,0,0
Jolene,281,1871,229,281,115,0,0,0,0,0
Jolie,104,819,180,180,0,0,0,0,0,0
Joline,0,91,0,0,0,0,0,0,0,0
Jolyn,0,120,0,0,0,0,0,0,0,0
Jolynn,41,316,0,0,0,0,0,0,0,0
Jon,65,632,55,89,24,946,9261,805,1303,351
Jonah,26,191,0,37,0,273,2006,0,386,0
Jonas,4,20,7,6,0,282,1235,422,398,0
Jonathan,577,3500,505,684,102,9621,58406,8427,11419,1706
Jonathon,32,203,18,23,0,533,3398,308,377,0
Jonelle,35,193,0,0,0,4,22,0,0,0
Jong,0,0,0,0,0,0,6,6,62,0
Joni,124,1172,175,196,0,42,397,59,66,0
Jonna,42,325,42,60,0,0,0,0,0,0
Joo,0,0,0,14,0,0,0,0,14,0
Joon,0,8,0,53,0,0,20,0,133,0
Jordan,1089,9500,812,960,363,1828,15948,1363,1612,609
Jorge,845,263,35,95,0,13402,4165,553,1498,0
Jory,0,112,0,0,0,0,223,0,0,0
Jose,3702,1051,210,622,111,52743,14977,2993,8859,1584
Josef,0,0,0,0,0,0,752,77,133,0
Josefa,118,55,0,55,0,0,0,0,0,0
Josefina,932,320,64,434,0,52,18,4,24,0
Joselito,0,0,0,0,0,64,33,0,92,0
Joseph,1244,6970,1160,1057,276,22533,126225,21010,19146,4996
Josephine,2465,6078,2149,2286,493,44,107,38,40,9
Josette,67,243,191,67,0,0,0,0,0,0
Josh,0,0,0,0,0,215,1725,175,124,88
Joshua,590,4020,392,430,150,10100,68795,6702,7368,2560
Josiah,29,159,54,29,21,517,2833,968,517,366
Josie,1053,1659,785,536,0,84,132,62,43,0
Joslyn,0,497,169,97,0,0,18,6,3,0
Josue,123,26,29,23,0,2165,456,510,395,0
Jovita,136,70,35,78,0,0,0,0,0,0
Joy,716,5798,1557,1491,0,94,762,205,196,0
Joyce,696,6523,2177,1354,297,67,630,210,131,29
Joycelyn,62,191,145,62,62,0,0,0,0,0
Jozef,0,0,0,0,0,44,278,0,0,0
Juan,1917,422,143,244,31,29046,6395,2172,3703,474
Juana,1546,545,209,190,0,131,46,18,16,0
Juanita,1192,1891,1131,401,142,62,98,59,21,7
Juanito,0,0,0,0,0,63,26,0,127,0
Judah,0,130,0,0,0,0,819,0,0,0
Judd,0,0,0,0,0,48,382,0,0,0
Jude,124,381,156,115,0,565,1735,708,523,0
Judi,0,244,21,21,0,0,0,0,0,0
Judie,12,71,24,17,0,0,0,0,0,0
Judith,1598,9641,1231,856,413,97,587,75,52,25
Judson,0,0,0,0,0,75,655,75,0,0
Judy,730,5081,869,1157,160,39,274,47,62,9
Juergen,0,0,0,0,0,0,23,0,0,0
Julee,26,178,0,0,0,0,0,0,0,0
Julene,0,72,23,0,0,0,0,0,0,0
Jules,0,309,76,76,0,0,365,89,89,0
Juli,28,296,40,28,28,0,0,0,0,0
Julia,6217,19656,3862,3571,1085,311,982,193,178,54
Julian,586,746,291,238,0,5713,7272,2838,2317,0
Juliana,1297,2871,670,1160,0,32,72,17,29,0
Juliane,40,180,0,0,0,0,0,0,0,0
Juliann,90,454,52,52,0,15,77,9,9,0
Julianna,214,1962,214,214,0,5,47,5,5,0
Julianne,128,2256,181,383,128,0,0,0,0,0
Julie,3128,25223,1636,4345,874,173,1396,90,240,48
Julieann,39,231,55,0,0,0,0,0,0,0
Julien,0,80,26,21,0,0,577,189,154,0
Juliet,510,1910,791,823,161,7,26,11,11,2
Julieta,568,244,92,442,0,0,0,0,0,0
Juliette,404,1410,595,286,0,5,19,8,4,0
Julio,370,105,29,55,14,5267,1498,408,789,204
Julissa,783,376,0,0,0,17,8,0,0,0
Julius,28,79,56,36,7,664,1862,1327,840,171
Jun,20,23,0,185,0,57,66,0,524,0
June,497,3940,1074,1226,143,90,711,194,221,26
Jung,0,14,0,104,0,0,16,0,127,0
Junior,7,10,9,3,0,334,439,415,142,0
Justin,370,3047,370,465,163,5727,47168,5727,7197,2516
Justina,298,495,211,193,86,8,14,6,5,2
Justine,217,2057,575,533,154,60,566,158,147,42
Justo,0,0,0,0,0,166,26,26,0,0
Juvenal,0,0,0,0,0,186,0,0,30,0
Juventino,0,0,0,0,0,154,38,0,0,0
Jyoti,11,35,0,90,0,0,0,0,0,0
Ka,0,0,0,168,0,0,0,0,70,0
Kacey,0,637,97,97,0,0,328,50,50,0
Kacie,0,687,0,105,0,0,45,0,7,0
Kacy,0,335,85,85,0,0,136,34,34,0
Kai,0,585,148,791,0,0,1688,426,2284,0
Kaitlin,0,1771,0,335,0,0,65,0,12,0
Kaitlyn,0,2506,0,575,0,0,94,0,22,0
Kala,78,399,111,157,0,6,33,9,13,0
Kale,0,58,0,0,0,0,326,0,0,0
Kalen,0,141,0,0,0,0,257,0,0,0
Kam,0,0,0,0,0,0,112,37,197,0
Kamal,0,29,9,30,5,0,373,120,380,69
Kami,67,541,67,0,0,7,58,7,0,0
Kamran,3,21,0,12,3,46,302,0,173,46
Kandace,0,397,140,0,0,0,0,0,0,0
Kandi,0,221,61,35,0,0,0,0,0,0
Kandice,0,387,91,65,0,0,0,0,0,0
Kandis,54,194,85,0,0,0,0,0,0,0
Kandy,27,153,0,0,0,0,0,0,0,0
Kang,0,8,0,54,0,0,6,0,39,0
Kao,0,0,0,69,0,0,0,0,91,0
Kara,615,7146,833,795,251,25,290,34,32,10
Karalee,0,96,0,0,0,0,0,0,0,0
Karan,0,74,17,41,0,0,239,54,133,0
Karen,3511,31621,5092,4001,883,295,2654,427,336,74
Karey,27,105,0,19,0,17,67,0,12,0
Kari,312,3990,312,312,139,51,655,51,51,23
Karie,0,297,51,36,0,0,0,0,0,0
Karim,3,15,7,9,0,103,495,219,292,0
Karin,204,1477,98,150,57,42,301,20,31,12
Karina,2481,2152,467,404,0,150,130,28,24,0
Karine,24,138,24,0,0,0,0,0,0,0
Karissa,189,865,267,189,0,0,0,0,0,0
Karl,41,469,81,78,13,404,4665,808,777,128
Karla,2309,5426,1256,462,0,153,360,83,31,0
Karleen,0,117,38,22,0,0,0,0,0,0
Karlene,0,179,54,27,0,0,0,0,0,0
Karli,0,473,0,0,0,0,0,0,0,0
Karma,0,381,73,127,0,0,80,15,27,0
Karmen,71,391,101,0,0,3,17,4,0,0
Karol,85,524,110,70,49,50,308,65,41,29
Karolyn,0,278,53,0,0,0,0,0,0,0
Karon,16,130,40,16,0,53,414,129,53,0
Karri,32,243,0,0,0,0,0,0,0,0
Karrie,0,471,0,45,0,0,0,0,0,0
Karry,0,62,0,0,0,0,38,0,0,0
Karthik,0,0,0,0,0,0,93,0,186,0
Kary,24,136,54,0,0,14,79,32,0,0
Karyn,49,833,110,139,0,2,38,5,6,0
Kasey,163,2024,230,363,163,99,1229,140,221,99
Kassandra,175,912,304,0,0,4,21,7,0,0
Katarina,0,399,0,0,0,0,0,0,0,0
Katarzyna,0,266,0,0,0,0,0,0,0,0
Kate,408,4681,817,850,0,13,151,26,27,0
Katelyn,0,2747,0,891,0,0,95,0,31,0
Katerina,83,480,0,0,0,0,0,0,0,0
Katharine,118,2240,205,264,0,3,63,6,7,0
Kathe,0,28,0,0,0,0,0,0,0,0
Katherin,0,215,0,0,0,0,0,0,0,0
Katherine,4852,34793,4479,5299,1034,233,1674,215,255,50
Katheryn,102,681,72,72,72,0,0,0,0,0
Kathi,0,155,12,12,12,0,0,0,0,0
Kathie,62,381,39,92,0,0,0,0,0,0
Kathleen,2311,25979,1887,2406,797,108,1219,89,113,37
Kathlyn,36,235,51,36,0,0,0,0,0,0
Kathrin,0,86,0,0,0,0,0,0,0,0
Kathrine,97,534,137,0,0,0,0,0,0,0
Kathryn,2389,23861,2440,1929,498,115,1146,117,93,24
Kathryne,0,239,41,0,0,0,0,0,0,0
Kathy,869,6366,976,1107,249,25,181,28,31,7
Kati,0,334,0,58,0,0,0,0,0,0
Katie,919,12153,1876,1986,0,38,502,77,82,0
Katina,0,304,206,0,0,0,0,0,0,0
Katrin,0,131,0,0,0,0,0,0,0,0
Katrina,780,4941,2007,685,216,35,224,91,31,10
Katy,237,1200,106,318,0,0,0,0,0,0
Kaushik,0,0,0,0,0,15,37,0,79,15
Kavita,0,76,0,143,0,0,0,0,0,0
Kavitha,0,18,0,39,8,0,0,0,0,0
Kay,172,1648,304,336,55,43,407,75,83,13
Kayce,0,224,0,0,0,0,189,0,0,0
Kaye,26,309,64,37,0,0,0,0,0,0
Kayla,1156,8841,1292,1734,0,48,365,53,71,0
Kaylee,0,1815,0,0,0,0,65,0,0,0
Kayleen,0,328,0,0,0,0,0,0,0,0
Kaylyn,0,455,0,0,0,0,26,0,0,0
Kazimierz,0,0,0,0,0,0,27,0,0,0
Ke,0,0,0,0,0,0,0,0,30,0
Kee,0,0,0,9,0,0,0,0,54,0
Keegan,0,310,0,0,0,0,996,0,0,0
Keely,0,838,139,0,98,0,39,6,0,5
Keenan,0,69,46,22,0,0,542,364,172,0
Keiko,0,92,38,133,0,0,0,0,0,0
Keisha,138,436,742,0,0,3,10,17,0,0
Keith,114,1375,304,180,43,1672,20195,4459,2651,632
Keli,0,247,55,39,0,0,29,6,5,0
Kelle,0,120,0,0,0,0,25,0,0,0
Kellee,0,216,76,34,0,0,21,7,3,0
Kelleen,0,46,0,0,0,0,0,0,0,0
Kelley,111,2840,293,222,157,36,924,95,72,51
Kelli,317,4604,777,355,224,19,278,47,21,14
Kellie,265,2948,374,296,187,12,139,18,14,9
Kelly,2730,31956,2730,4028,1209,791,9261,791,1167,350
Kelsey,381,4576,539,381,0,56,678,80,56,0
Kelvin,34,80,95,76,10,526,1233,1471,1165,152
Ken,5,46,6,28,0,143,1316,181,794,0
Kendal,91,475,158,0,0,56,289,96,0,0
Kendall,350,3748,991,495,0,200,2141,566,283,0
Kendra,368,5376,1515,450,260,21,303,85,25,15
Kendrick,0,72,59,29,0,0,687,569,273,0
Kenia,453,216,167,0,0,16,8,6,0,0
Kenna,0,563,143,0,0,0,60,15,0,0
Kenneth,303,2820,603,432,87,4751,44255,9467,6782,1366
Kenny,47,204,55,168,15,414,1808,490,1492,131
Kent,4,74,10,16,0,193,3171,442,702,0
Kenton,0,0,0,0,0,0,686,166,74,74
Kenya,127,422,742,0,0,28,93,163,0,0
Kenyon,9,47,13,19,0,72,362,102,145,0
Keren,140,338,63,109,0,0,0,0,0,0
Keri,211,2081,149,183,0,24,234,17,20,0
Kerin,0,92,0,0,0,0,45,0,0,0
Kermit,0,0,0,0,0,0,179,69,0,0
Kerri,216,2154,167,167,0,22,216,17,17,0
Kerrie,0,461,42,0,0,0,57,5,0,0
Kerry,309,3396,542,360,132,281,3091,494,328,120
Kerstin,0,290,0,0,57,0,0,0,0,0
Ketan,0,0,0,0,0,0,41,0,82,0
Kevan,0,16,0,0,0,0,223,0,0,0
Keven,0,0,0,0,0,70,495,99,99,0
Kevin,445,4746,829,886,122,7385,78820,13766,14708,2022
Khaled,0,0,0,0,0,69,306,69,190,69
Khalid,0,0,0,0,0,82,525,164,544,116
Khalil,0,78,26,26,0,0,890,301,301,0
Khang,0,0,0,0,0,0,0,0,139,0
Khanh,0,22,0,180,15,0,25,0,207,18
Khoa,0,0,0,0,0,0,37,26,182,0
Khoi,6,6,0,40,0,25,25,0,157,0
Ki,0,18,9,76,0,0,37,18,154,0
Kia,0,249,267,149,0,0,48,51,28,0
Kien,0,0,0,0,0,0,22,0,126,0
Kieran,53,291,0,0,0,171,939,0,0,0
Kiersten,116,667,164,0,0,2,13,3,0,0
Kiet,0,0,0,0,0,0,25,0,115,0
Kieu,0,0,0,44,0,0,0,0,0,0
Kiley,0,714,133,0,0,0,111,21,0,0
Kim,354,3699,845,1258,159,172,1800,411,612,77
Kimball,0,28,0,0,0,0,126,0,0,0
Kimber,0,666,133,0,0,0,77,15,0,0
Kimberlee,125,1101,72,162,72,0,0,0,0,0
Kimberley,195,1514,369,165,0,0,0,0,0,0
Kimberli,0,193,51,36,0,0,0,0,0,0
Kimberlie,32,228,32,0,0,0,0,0,0,0
Kimberly,5010,46529,9302,4534,1546,281,2611,522,254,87
Kin,0,0,0,0,0,0,0,0,97,0
King,7,14,12,34,5,246,492,426,1179,174
Kinga,0,59,0,0,0,0,0,0,0,0
Kip,0,0,0,0,0,0,498,0,46,0
Kira,187,1705,419,0,0,5,42,10,0,0
Kiran,40,176,0,389,57,52,227,0,502,74
Kirby,79,627,158,125,56,84,669,169,133,60
Kirk,10,171,27,20,9,209,3439,543,405,181
Kirsten,320,4147,185,261,185,16,212,9,13,9
Kirstin,77,685,0,109,0,0,0,0,0,0
Kirt,0,0,0,0,0,0,129,21,21,0
Kishore,0,0,0,0,0,0,14,0,32,0
Kit,0,177,0,187,0,0,221,0,233,0
Kitty,25,199,35,101,25,0,0,0,0,0
Klaus,0,0,0,0,0,29,283,0,0,0
Koji,0,0,0,0,0,0,0,0,88,0
Kong,0,0,0,0,0,0,0,0,155,0
Konrad,0,0,0,0,0,74,310,52,52,0
Konstantin,0,0,0,0,0,0,175,0,43,0
Konstantinos,0,0,0,0,0,38,261,0,0,0
Korey,0,195,76,0,0,0,581,228,0,0
Kori,0,915,106,0,0,0,299,35,0,0
Kory,0,302,39,39,0,0,1051,137,137,0
Kostas,0,0,0,0,0,0,57,0,0,0
Kou,0,0,0,22,0,0,0,0,104,0
Kraig,0,0,0,0,0,40,364,57,40,0
Kris,66,558,38,131,0,130,1106,75,260,0
Krishna,51,210,51,343,62,63,260,63,425,77
Krista,505,5326,382,382,0,19,203,15,15,0
Kristal,156,574,156,111,78,0,0,0,0,0
Kristan,91,460,0,75,0,32,160,0,26,0
Kristen,1540,17013,1289,911,344,140,1547,117,83,31
Kristi,437,3971,418,564,252,11,104,11,15,7
Kristian,184,738,75,0,0,317,1274,129,0,0
Kristie,207,1966,227,346,92,0,0,0,0,0
Kristin,1042,13562,970,1109,0,86,1123,80,92,0
Kristina,1323,8867,1058,1153,265,60,399,48,52,12
Kristine,568,5174,354,889,134,27,247,17,42,6
Kristofer,0,0,0,0,0,114,661,0,114,0
Kristoffer,0,0,0,0,0,0,276,45,101,0
Kristopher,29,249,27,24,12,482,4080,440,394,197
Kristy,306,3636,453,529,0,12,143,18,21,0
Kristyn,0,591,0,0,0,0,0,0,0,0
Krysta,0,351,0,0,0,0,0,0,0,0
Krystal,785,3120,1229,237,237,41,164,64,12,12
Krystle,204,595,289,102,0,11,32,16,6,0
Krystyna,34,282,0,34,34,0,0,0,0,0
Krzysztof,0,0,0,0,0,0,226,0,19,0
Kumar,0,0,0,0,0,0,54,0,87,26
Kurt,10,202,20,18,0,248,5011,495,446,0
Kurtis,0,33,0,5,0,0,1353,0,225,0
Ky,0,32,0,65,0,0,95,0,190,0
Kyaw,0,0,0,0,0,0,0,0,24,0
Kyla,0,1308,0,0,0,0,36,0,0,0
Kyle,194,3170,383,404,112,1881,30692,3709,3915,1086
Kylie,0,2530,483,341,0,0,146,28,20,0
Kymberly,0,222,59,42,0,0,0,0,0,0
Kyra,0,1340,526,263,0,0,35,14,7,0
